concept_node_id,doc_freq,updated_at,profile_id
concept_domain_fe3d1148f3ef,1,"2026-04-07 12:35:39",
concept_domain_ff2a5f10eba0,1,"2026-04-07 12:35:39",
concept_event_00d56a9ad99d,1,"2026-04-07 12:35:39",
concept_event_0c8b8d0dc95f,1,"2026-04-07 12:35:39",
concept_event_1afdd4884d52,1,"2026-04-07 12:35:39",
concept_event_20b4a47b8b62,1,"2026-04-07 12:35:39",
concept_event_2b3c90ec0ea9,1,"2026-04-07 12:35:39",
concept_event_3f0cb2a18c66,1,"2026-04-07 12:35:39",
concept_event_51f88cef979a,1,"2026-04-07 12:35:39",
concept_event_560deabc58ca,1,"2026-04-07 12:35:39",
concept_event_72a5e6049f14,1,"2026-04-07 12:35:39",
concept_event_9861163e8d9e,1,"2026-04-07 12:35:39",
concept_event_a5aaead05f60,1,"2026-04-07 12:35:39",
concept_event_cabbaa68cbfe,1,"2026-04-07 12:35:39",
concept_event_d6be579f65ce,1,"2026-04-07 12:35:39",
concept_event_daae148806e2,1,"2026-04-07 12:35:39",
concept_example_002bbaf681b5,1,"2026-04-07 12:35:39",
concept_example_1305baf5a434,1,"2026-04-07 12:35:39",
concept_example_2c2b6b199fd7,1,"2026-04-07 12:35:39",
concept_example_2c80abdc7544,1,"2026-04-07 12:35:39",
concept_example_3b526063e9aa,1,"2026-04-07 12:35:39",
concept_example_40b0b60a19d9,1,"2026-04-07 12:35:39",
concept_example_c32515ff90e8,1,"2026-04-07 12:35:39",
concept_example_c350b544c302,1,"2026-04-07 12:35:39",
concept_example_fc8aca7c31c2,1,"2026-04-07 12:35:39",
concept_framework_163c2bb4bb8c,1,"2026-04-07 12:35:39",
concept_framework_29712ae47db3,1,"2026-04-07 12:35:39",
concept_framework_337240a96f40,1,"2026-04-07 12:35:39",
concept_framework_345701ea3e1d,1,"2026-04-07 12:35:39",
concept_framework_3edc9036275c,1,"2026-04-07 12:35:39",
concept_framework_422f1769eb93,1,"2026-04-07 12:35:39",
concept_framework_4852c58bccb3,1,"2026-04-07 12:35:39",
concept_framework_9081d5142264,1,"2026-04-07 12:35:39",
concept_framework_db5e2f336086,1,"2026-04-07 12:35:39",
concept_insight_00422009ca7d,1,"2026-04-07 12:35:39",
concept_insight_006dbe86bdab,1,"2026-04-07 12:35:39",
concept_insight_01279e5d1617,1,"2026-04-07 12:35:39",
concept_insight_013596266b23,1,"2026-04-07 12:35:39",
concept_insight_0449e6cdf608,1,"2026-04-07 12:35:39",
concept_insight_04f1c99b727c,1,"2026-04-07 12:35:39",
concept_insight_05aa6a7b8cdc,1,"2026-04-07 12:35:39",
concept_insight_069b1c17faf8,1,"2026-04-07 12:35:39",
concept_insight_08d14842ffcd,1,"2026-04-07 12:35:39",
concept_insight_0a53ef175f33,1,"2026-04-07 12:35:39",
concept_insight_0ad6899a15b5,1,"2026-04-07 12:35:39",
concept_insight_0fb8a427f923,1,"2026-04-07 12:35:39",
concept_insight_11d4cde9700a,1,"2026-04-07 12:35:39",
concept_insight_1694192f1956,1,"2026-04-07 12:35:39",
concept_insight_21742a43c3c1,1,"2026-04-07 12:35:39",
concept_insight_228a5959e8f3,1,"2026-04-07 12:35:39",
concept_insight_28aeb1f16e83,1,"2026-04-07 12:35:39",
concept_insight_2abca14dbe74,1,"2026-04-07 12:35:39",
concept_insight_2f3af464b666,1,"2026-04-07 12:35:39",
concept_insight_339acd0dccdd,1,"2026-04-07 12:35:39",
concept_insight_358578146819,1,"2026-04-07 12:35:39",
concept_insight_36696f32b8cc,1,"2026-04-07 12:35:39",
concept_insight_399c32fa40c8,1,"2026-04-07 12:35:39",
concept_insight_3bfd9524af0f,1,"2026-04-07 12:35:39",
concept_insight_3d2cf9ee6805,1,"2026-04-07 12:35:39",
concept_insight_4317806b9f80,1,"2026-04-07 12:35:39",
concept_insight_470030ad4650,1,"2026-04-07 12:35:39",
concept_insight_47838f281218,1,"2026-04-07 12:35:39",
concept_insight_4b7ece2ebbf1,1,"2026-04-07 12:35:39",
concept_insight_5100b8166653,1,"2026-04-07 12:35:39",
concept_insight_511e47b693fc,1,"2026-04-07 12:35:39",
concept_insight_556fd345936c,1,"2026-04-07 12:35:39",
concept_insight_5765b9b1a563,1,"2026-04-07 12:35:39",
concept_insight_5b846f78bd84,1,"2026-04-07 12:35:39",
concept_insight_5cbd97b72edb,1,"2026-04-07 12:35:39",
concept_insight_5d80e097fd4d,1,"2026-04-07 12:35:39",
concept_insight_6224d4eaa223,1,"2026-04-07 12:35:39",
concept_insight_6417d9e86262,1,"2026-04-07 12:35:39",
concept_insight_64e732b75dd6,1,"2026-04-07 12:35:39",
concept_insight_66536b1e36a7,1,"2026-04-07 12:35:39",
concept_insight_6720c7db8358,1,"2026-04-07 12:35:39",
concept_insight_6a0c4476d4e8,1,"2026-04-07 12:35:39",
concept_insight_70391b35c925,1,"2026-04-07 12:35:39",
concept_insight_737a190feacc,1,"2026-04-07 12:35:39",
concept_insight_75611bbe455c,1,"2026-04-07 12:35:39",
concept_insight_76798d343b6e,1,"2026-04-07 12:35:39",
concept_insight_7a031f02124a,1,"2026-04-07 12:35:39",
concept_insight_7d335d1cb893,1,"2026-04-07 12:35:39",
concept_insight_86f642f3a4f2,1,"2026-04-07 12:35:39",
concept_insight_88b1b52e8dca,1,"2026-04-07 12:35:39",
concept_insight_8e442199e39c,1,"2026-04-07 12:35:39",
concept_insight_8e7d70cde12a,1,"2026-04-07 12:35:39",
concept_insight_8eb9c952c4f3,1,"2026-04-07 12:35:39",
concept_insight_905000696726,1,"2026-04-07 12:35:39",
concept_insight_90e67928fa24,1,"2026-04-07 12:35:39",
concept_insight_92d0dd7ca5aa,1,"2026-04-07 12:35:39",
concept_insight_9a7172f1d8c8,1,"2026-04-07 12:35:39",
concept_insight_ab7e798e2fe8,1,"2026-04-07 12:35:39",
concept_insight_abd161db0f89,1,"2026-04-07 12:35:39",
concept_insight_b17947dfee84,1,"2026-04-07 12:35:39",
concept_insight_b28bdff91700,1,"2026-04-07 12:35:39",
concept_insight_b297b21c0778,1,"2026-04-07 12:35:39",
concept_insight_b463ef2a803e,1,"2026-04-07 12:35:39",
concept_insight_b501128ae055,1,"2026-04-07 12:35:39",
concept_insight_b7e0f0d7c69c,1,"2026-04-07 12:35:39",
concept_insight_b7e24a453680,1,"2026-04-07 12:35:39",
concept_insight_ba25e840c09c,1,"2026-04-07 12:35:39",
concept_insight_bccfe5e808c0,1,"2026-04-07 12:35:39",
concept_insight_c255bd97a3f2,1,"2026-04-07 12:35:39",
concept_insight_c42806f310cf,1,"2026-04-07 12:35:39",
concept_insight_c5ab9b3a0390,1,"2026-04-07 12:35:39",
concept_insight_cd0e0eb65e53,1,"2026-04-07 12:35:39",
concept_insight_ce4295fce154,1,"2026-04-07 12:35:39",
concept_insight_d56292a6db7a,1,"2026-04-07 12:35:39",
concept_insight_d6c851d169ce,1,"2026-04-07 12:35:39",
concept_insight_d766b00fd568,1,"2026-04-07 12:35:39",
concept_insight_dcf5570de78a,1,"2026-04-07 12:35:39",
concept_insight_de31ee28a40b,1,"2026-04-07 12:35:39",
concept_insight_df41f79ebbde,1,"2026-04-07 12:35:39",
concept_insight_e794810a13ef,1,"2026-04-07 12:35:39",
concept_insight_e824b5e21e39,1,"2026-04-07 12:35:39",
concept_insight_eb7ab978da76,1,"2026-04-07 12:35:39",
concept_insight_eb940e7a8988,1,"2026-04-07 12:35:39",
concept_insight_ecf42d44dda0,1,"2026-04-07 12:35:39",
concept_insight_ed5297310728,1,"2026-04-07 12:35:39",
concept_insight_efd382c67ae4,1,"2026-04-07 12:35:39",
concept_insight_f2364366b111,1,"2026-04-07 12:35:39",
concept_insight_f2862c90cf5f,1,"2026-04-07 12:35:39",
concept_insight_f342bba5e9c7,1,"2026-04-07 12:35:39",
concept_insight_f53b22048880,1,"2026-04-07 12:35:39",
concept_insight_f7727fcdb173,1,"2026-04-07 12:35:39",
concept_insight_f79a2b2de01c,1,"2026-04-07 12:35:39",
concept_insight_ffa5d5a7b8cd,1,"2026-04-07 12:35:39",
concept_organization_1ed16d4a9679,1,"2026-04-07 12:35:39",
concept_organization_2855bc13f39c,1,"2026-04-07 12:35:39",
concept_organization_44d535644dc0,1,"2026-04-07 12:35:39",
concept_organization_6fbd6e5190d5,1,"2026-04-07 12:35:39",
concept_organization_7cc7b8406153,1,"2026-04-07 12:35:39",
concept_organization_813cfe2f8018,1,"2026-04-07 12:35:39",
concept_organization_96e1936d5f1d,1,"2026-04-07 12:35:39",
concept_organization_b6a4497856e2,1,"2026-04-07 12:35:39",
concept_organization_cbf85a1b2a0c,1,"2026-04-07 12:35:39",
concept_organization_cc6183c7e6ae,1,"2026-04-07 12:35:39",
concept_organization_e2e89d036d4e,1,"2026-04-07 12:35:39",
concept_person_04f6a21252a0,1,"2026-04-07 12:35:39",
concept_person_1b6312ede318,1,"2026-04-07 12:35:39",
concept_person_209e09f17aee,1,"2026-04-07 12:35:39",
concept_person_21f27c1e1465,1,"2026-04-07 12:35:39",
concept_person_51eb0d09611c,1,"2026-04-07 12:35:39",
concept_person_5ebf778f5317,1,"2026-04-07 12:35:39",
concept_person_67306b016d0a,1,"2026-04-07 12:35:39",
concept_person_7694d49afe8d,1,"2026-04-07 12:35:39",
concept_person_80c8a709ec58,1,"2026-04-07 12:35:39",
concept_person_8240af5ee220,1,"2026-04-07 12:35:39",
concept_person_83c95af5001c,1,"2026-04-07 12:35:39",
concept_person_a334dbd6bdf5,1,"2026-04-07 12:35:39",
concept_person_ac4b64acdfab,1,"2026-04-07 12:35:39",
concept_person_c6b32b63db61,1,"2026-04-07 12:35:39",
concept_person_da9b195bd690,1,"2026-04-07 12:35:39",
concept_person_e44b6c0c3af3,1,"2026-04-07 12:35:39",
concept_person_f6c4b3732059,1,"2026-04-07 12:35:39",
concept_person_fe864868902c,1,"2026-04-07 12:35:39",
concept_problem_228069338742,1,"2026-04-07 12:35:39",
concept_problem_2e23b0c031cb,1,"2026-04-07 12:35:39",
concept_problem_37e9ae5eb77a,1,"2026-04-07 12:35:39",
concept_problem_50945df8dbbb,1,"2026-04-07 12:35:39",
concept_problem_546dd49ff145,1,"2026-04-07 12:35:39",
concept_problem_62f72052d5e3,1,"2026-04-07 12:35:39",
concept_problem_6acab62b2b77,1,"2026-04-07 12:35:39",
concept_problem_7e804a096195,1,"2026-04-07 12:35:39",
concept_problem_8d73d1f51979,1,"2026-04-07 12:35:39",
concept_problem_9726a7d48915,1,"2026-04-07 12:35:39",
concept_problem_9880cf38291b,1,"2026-04-07 12:35:39",
concept_problem_afb69f59d25d,1,"2026-04-07 12:35:39",
concept_problem_b762584fbc70,1,"2026-04-07 12:35:39",
concept_problem_f51fb4657608,1,"2026-04-07 12:35:39",
concept_problem_fae9a26b1b5d,1,"2026-04-07 12:35:39",
concept_problem_ffa08b04465a,1,"2026-04-07 12:35:39",
concept_project_2cf91f7afc68,1,"2026-04-07 12:35:39",
concept_project_5a7680340f1e,1,"2026-04-07 12:35:39",
concept_project_67b77cb8335b,1,"2026-04-07 12:35:39",
concept_project_846f086d0e0c,1,"2026-04-07 12:35:39",
concept_project_8b776f795fa9,1,"2026-04-07 12:35:39",
concept_project_a2ba647c923e,1,"2026-04-07 12:35:39",
concept_project_b95862152ff3,1,"2026-04-07 12:35:39",
concept_project_d428c5714bd7,1,"2026-04-07 12:35:39",
concept_project_f73071ba917f,1,"2026-04-07 12:35:39",
concept_question_566f0075787f,1,"2026-04-07 12:35:39",
concept_quote_0c9db41aba13,1,"2026-04-07 12:35:39",
concept_quote_37300047e0cc,1,"2026-04-07 12:35:39",
concept_quote_4210556eb91b,1,"2026-04-07 12:35:39",
concept_quote_50fadc9cb514,1,"2026-04-07 12:35:39",
concept_quote_7a80ffe63e6a,1,"2026-04-07 12:35:39",
concept_quote_9d5da0e072f7,1,"2026-04-07 12:35:39",
concept_quote_a2986c10a43f,1,"2026-04-07 12:35:39",
concept_quote_c50467b63f7b,1,"2026-04-07 12:35:39",
concept_quote_f67fed3093d6,1,"2026-04-07 12:35:39",
concept_song_10ac02ca8957,1,"2026-04-07 12:35:39",
concept_song_17d9809bed24,1,"2026-04-07 12:35:39",
concept_technique_592905ca697c,1,"2026-04-07 12:35:39",
concept_technique_a5f3b5e80870,1,"2026-04-07 12:35:39",
concept_theme_01d7c3fc0160,1,"2026-04-07 12:35:39",
concept_theme_021670d1b86c,1,"2026-04-07 12:35:39",
concept_theme_0323cd1f92f0,1,"2026-04-07 12:35:39",
concept_theme_04411e9b5dd0,1,"2026-04-07 12:35:39",
concept_theme_0643c166f9c9,1,"2026-04-07 12:35:39",
concept_theme_0a06229085a2,1,"2026-04-07 12:35:39",
concept_theme_0adab5543235,1,"2026-04-07 12:35:39",
concept_theme_0b2bdbaf1512,1,"2026-04-07 12:35:39",
concept_theme_0b9c40adb718,1,"2026-04-07 12:35:39",
concept_theme_0fbe4e2fda0d,1,"2026-04-07 12:35:39",
concept_theme_10c25fc2865c,1,"2026-04-07 12:35:39",
concept_theme_1113530e106b,1,"2026-04-07 12:35:39",
concept_theme_1153174560cc,1,"2026-04-07 12:35:39",
concept_theme_12cbe3a27907,1,"2026-04-07 12:35:39",
concept_theme_13ccca9acff4,1,"2026-04-07 12:35:39",
concept_theme_180e409bd4e6,1,"2026-04-07 12:35:39",
concept_theme_1c8576ba87ea,1,"2026-04-07 12:35:39",
concept_theme_1d264c8c4e5a,1,"2026-04-07 12:35:39",
concept_theme_1f09b347acb4,1,"2026-04-07 12:35:39",
concept_theme_202fa6cbd6fc,1,"2026-04-07 12:35:39",
concept_theme_23cc79d4ac5d,1,"2026-04-07 12:35:39",
concept_theme_24dd1ca79d25,1,"2026-04-07 12:35:39",
concept_theme_297d28a28e80,1,"2026-04-07 12:35:39",
concept_theme_2c6c49c54bbd,1,"2026-04-07 12:35:39",
concept_theme_38b944c29632,1,"2026-04-07 12:35:39",
concept_theme_3ff32f9f49ec,1,"2026-04-07 12:35:39",
concept_theme_41e347bb2550,1,"2026-04-07 12:35:39",
concept_theme_43c39021bb74,1,"2026-04-07 12:35:39",
concept_theme_483da91bb614,1,"2026-04-07 12:35:39",
concept_theme_48c2003a5d77,1,"2026-04-07 12:35:39",
concept_theme_4a9f91d1240d,1,"2026-04-07 12:35:39",
concept_theme_4c07c6742963,1,"2026-04-07 12:35:39",
concept_theme_4f48ec3dc840,1,"2026-04-07 12:35:39",
concept_theme_4f6b17dc1d5d,1,"2026-04-07 12:35:39",
concept_theme_523b48a108dd,1,"2026-04-07 12:35:39",
concept_theme_5240b182cb33,1,"2026-04-07 12:35:39",
concept_theme_5cbed3fc17c4,1,"2026-04-07 12:35:39",
concept_theme_62d14eaed788,1,"2026-04-07 12:35:39",
concept_theme_64a1a3a8b20f,1,"2026-04-07 12:35:39",
concept_theme_6881785e1d46,1,"2026-04-07 12:35:39",
concept_theme_6db96ab49b6a,1,"2026-04-07 12:35:39",
concept_theme_6e012f9ac3a8,1,"2026-04-07 12:35:39",
concept_theme_70047803e06e,1,"2026-04-07 12:35:39",
concept_theme_7252661eddc1,1,"2026-04-07 12:35:39",
concept_theme_72d3351703a6,1,"2026-04-07 12:35:39",
concept_theme_745975005936,1,"2026-04-07 12:35:39",
concept_theme_7575d727932f,1,"2026-04-07 12:35:39",
concept_theme_7707baba3f38,1,"2026-04-07 12:35:39",
concept_theme_77353817aa33,1,"2026-04-07 12:35:39",
concept_theme_782e59f0fbcf,1,"2026-04-07 12:35:39",
concept_theme_78ef56b2913d,1,"2026-04-07 12:35:39",
concept_theme_7972f0e7e448,1,"2026-04-07 12:35:39",
concept_theme_7a0a498a851b,1,"2026-04-07 12:35:39",
concept_theme_7df4f3e3d80b,1,"2026-04-07 12:35:39",
concept_theme_7e68b0631524,1,"2026-04-07 12:35:39",
concept_theme_7e9c10cc412b,1,"2026-04-07 12:35:39",
concept_theme_820db04b004d,1,"2026-04-07 12:35:39",
concept_theme_844f8ad3dc0e,1,"2026-04-07 12:35:39",
concept_theme_84a7efb3cc4b,1,"2026-04-07 12:35:39",
concept_theme_882929a7b1fc,1,"2026-04-07 12:35:39",
concept_theme_8861e0d208d4,1,"2026-04-07 12:35:39",
concept_theme_8e269d61b3b7,1,"2026-04-07 12:35:39",
concept_theme_93218682a633,1,"2026-04-07 12:35:39",
concept_theme_9a858beb1019,1,"2026-04-07 12:35:39",
concept_theme_9bad5ae05f7a,1,"2026-04-07 12:35:39",
concept_theme_9edcea900bda,1,"2026-04-07 12:35:39",
concept_theme_a13f57c75b49,1,"2026-04-07 12:35:39",
concept_theme_a1985c85fa2e,1,"2026-04-07 12:35:39",
concept_theme_a7fecbc80a27,1,"2026-04-07 12:35:39",
concept_theme_a97f965c53d2,1,"2026-04-07 12:35:39",
concept_theme_a9d4963e4af4,1,"2026-04-07 12:35:39",
concept_theme_ab9dbb898396,1,"2026-04-07 12:35:39",
concept_theme_ae185a7e89ba,1,"2026-04-07 12:35:39",
concept_theme_b187b980d542,1,"2026-04-07 12:35:39",
concept_theme_b72038f5164d,1,"2026-04-07 12:35:39",
concept_theme_b8b7f4449f5b,1,"2026-04-07 12:35:39",
concept_theme_b92bec05333d,1,"2026-04-07 12:35:39",
concept_theme_bb241d8eafcf,1,"2026-04-07 12:35:39",
concept_theme_bda16218d10a,1,"2026-04-07 12:35:39",
concept_theme_c0edc0bf578f,1,"2026-04-07 12:35:39",
concept_theme_cc4b66d16c07,1,"2026-04-07 12:35:39",
concept_theme_cc4cd0302d7e,1,"2026-04-07 12:35:39",
concept_theme_cde874366311,1,"2026-04-07 12:35:39",
concept_theme_ce93101aa057,1,"2026-04-07 12:35:39",
concept_theme_cef9a9c9abea,1,"2026-04-07 12:35:39",
concept_theme_cf58c74dc5bc,1,"2026-04-07 12:35:39",
concept_theme_d1bb3a733135,1,"2026-04-07 12:35:39",
concept_theme_dbf2642a8ec3,1,"2026-04-07 12:35:39",
concept_theme_dd615f11df34,1,"2026-04-07 12:35:39",
concept_theme_e2d0e38cfde1,1,"2026-04-07 12:35:39",
concept_theme_e3c7bbb32f9f,1,"2026-04-07 12:35:39",
concept_theme_e4e20b6dd893,1,"2026-04-07 12:35:39",
concept_theme_e4e9b6a01aa0,1,"2026-04-07 12:35:39",
concept_theme_e50b98f2c853,1,"2026-04-07 12:35:39",
concept_theme_ed51747319b1,1,"2026-04-07 12:35:39",
concept_theme_ef2718110e9e,1,"2026-04-07 12:35:39",
concept_theme_ef4a5f63202e,1,"2026-04-07 12:35:39",
concept_theme_efb942ca159c,1,"2026-04-07 12:35:39",
concept_theme_f156a24f6899,1,"2026-04-07 12:35:39",
concept_theme_f4d50e998dcc,1,"2026-04-07 12:35:39",
concept_theme_f636fcc71916,1,"2026-04-07 12:35:39",
concept_theme_f92ad59e35f8,1,"2026-04-07 12:35:39",
concept_theme_fa5840fd8c6b,1,"2026-04-07 12:35:39",
concept_theme_fb865f5891ae,1,"2026-04-07 12:35:39",
concept_theme_fdb178f712b2,1,"2026-04-07 12:35:39",
concept_theory_5f1e28e6f2aa,1,"2026-04-07 12:35:39",
concept_tool_02e08d5830c2,1,"2026-04-07 12:35:39",
concept_tool_2b77fd0c6864,1,"2026-04-07 12:35:39",
concept_tool_377cb68e8d54,1,"2026-04-07 12:35:39",
concept_tool_4b55d9b84dce,1,"2026-04-07 12:35:39",
concept_tool_7e4ff8ddf3e5,1,"2026-04-07 12:35:39",
concept_tool_95568d7edb44,1,"2026-04-07 12:35:39",
concept_tool_95affcf8910a,1,"2026-04-07 12:35:39",
concept_tool_c1c12d49d1e0,1,"2026-04-07 12:35:39",
concept_tool_d37deb11ab4f,1,"2026-04-07 12:35:39",
concept_tool_f9f6546dfe8a,1,"2026-04-07 12:35:39",
concept_tool_fb6200268386,1,"2026-04-07 12:35:39",
concept_concept_4ad86230fefa,1,"2026-04-08 11:51:34",
concept_concept_4f51de207e1c,1,"2026-04-08 11:51:34",
concept_concept_5c2ff70cd5f5,1,"2026-04-08 11:51:34",
concept_concept_782a18e428f9,1,"2026-04-08 11:51:34",
concept_concept_8fc42959d619,1,"2026-04-08 11:51:34",
concept_concept_ccad40965cda,1,"2026-04-08 11:51:34",
concept_concept_d36436703735,1,"2026-04-08 11:51:34",
concept_concept_ece730669f30,1,"2026-04-08 11:51:34",
concept_concept_f2612e61fb89,1,"2026-04-08 11:51:34",
concept_domain_4509fdb543d8,1,"2026-04-08 11:51:34",
concept_domain_5d6f93e39155,1,"2026-04-08 11:51:34",
concept_domain_821cc2a93f58,1,"2026-04-08 11:51:34",
concept_domain_876f3ddf072c,1,"2026-04-08 11:51:34",
concept_domain_aa47eda7be45,1,"2026-04-08 11:51:34",
concept_event_1109f14be3b2,1,"2026-04-08 11:51:34",
concept_event_edf85ab35d95,1,"2026-04-08 11:51:34",
concept_example_c1634e18856c,1,"2026-04-08 11:51:34",
concept_example_ebd9b78fdae3,1,"2026-04-08 11:51:34",
