source_node_id,concept_node_id,confidence,batch_id,updated_at,profile_id
source_a6e44dd98eed381bb7ffa4d019c61b157f9daaaa,concept_insight_dcf5570de78a,0.7,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_a6e44dd98eed381bb7ffa4d019c61b157f9daaaa,concept_insight_64e732b75dd6,0.75,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_a6e44dd98eed381bb7ffa4d019c61b157f9daaaa,concept_insight_905000696726,0.7,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_domain_1b0fc624c2e1,0.95,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_domain_856e8d2e7ee2,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_domain_c3b6f5840cc9,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_domain_caee2af76561,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_domain_53bbdf8cb7ec,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_theme_7972f0e7e448,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_theme_ef4a5f63202e,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_theme_a1985c85fa2e,0.88,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_theme_fa5840fd8c6b,0.87,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_theme_24dd1ca79d25,0.86,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_theme_745975005936,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_theme_cc4b66d16c07,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_theme_1113530e106b,0.77,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_person_a334dbd6bdf5,0.96,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_person_da9b195bd690,0.94,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_event_cabbaa68cbfe,0.98,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_event_9861163e8d9e,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_concept_b4100f06ff66,0.88,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_event_51f88cef979a,0.92,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_event_72a5e6049f14,0.93,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_person_04f6a21252a0,0.95,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_person_fe864868902c,0.75,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_problem_f51fb4657608,0.84,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_concept_7802f292d33f,0.81,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_framework_db5e2f336086,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_insight_76798d343b6e,0.92,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_insight_1694192f1956,0.88,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_insight_efd382c67ae4,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_insight_5cbd97b72edb,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_insight_90e67928fa24,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_insight_21742a43c3c1,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_insight_228a5959e8f3,0.84,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,concept_insight_bccfe5e808c0,0.81,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_domain_e19086aaa18e,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_domain_db4d9c3bc628,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_domain_7049e80c45da,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_domain_2d54c8b8873f,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_domain_ff2a5f10eba0,0.7,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_theme_e4e9b6a01aa0,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_theme_ae185a7e89ba,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_theme_bda16218d10a,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_theme_0b2bdbaf1512,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_theme_5cbed3fc17c4,0.75,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_theme_12cbe3a27907,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_theme_23cc79d4ac5d,0.7,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_theme_6881785e1d46,0.7,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_concept_4f802f6c07a5,0.95,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_concept_cab28b5d6cf6,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_concept_dce6aea418f2,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_concept_6606129d4be1,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_concept_371b6e7c4c93,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_event_560deabc58ca,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_concept_0799453ba742,0.95,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_event_d6be579f65ce,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_data_458967e395ea,0.7,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_example_1305baf5a434,0.75,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_project_846f086d0e0c,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_data_fccd50be3d39,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_data_16f03d4e4c70,0.75,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_person_7694d49afe8d,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_concept_ee5c67875d9b,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_insight_5100b8166653,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_insight_b463ef2a803e,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_insight_6417d9e86262,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,concept_insight_6224d4eaa223,0.75,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_domain_10549d935983,0.95,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_domain_5326cf49f80e,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_domain_8925e91225ed,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_domain_823daac77dc4,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_domain_5dc11fbfb1c4,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_theme_dbf2642a8ec3,0.93,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_theme_4f48ec3dc840,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_theme_8e269d61b3b7,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_theme_a7fecbc80a27,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_theme_0adab5543235,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_theme_7e9c10cc412b,0.75,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_theme_a13f57c75b49,0.7,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_theme_4f6b17dc1d5d,0.68,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_person_83c95af5001c,0.99,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_person_ac4b64acdfab,0.99,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_project_d428c5714bd7,0.88,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_project_f73071ba917f,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_project_5a7680340f1e,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_project_2cf91f7afc68,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_event_0c8b8d0dc95f,0.87,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_event_20b4a47b8b62,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_person_67306b016d0a,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_organization_e2e89d036d4e,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_project_67b77cb8335b,0.75,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_concept_107a1b377f11,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_concept_6a1271aaf29b,0.88,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_concept_b37d41b0a351,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_framework_422f1769eb93,0.77,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_insight_5765b9b1a563,0.92,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_insight_ecf42d44dda0,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_insight_c255bd97a3f2,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_insight_069b1c17faf8,0.88,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_insight_eb7ab978da76,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_insight_3d2cf9ee6805,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_insight_339acd0dccdd,0.82,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_3baf10297f1088f83ff9e0e6f6dbdcb36c8fca2d,concept_insight_4317806b9f80,0.84,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_domain_1602bd03169f,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_domain_cee803d4cfc3,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_domain_e8f8911d9105,0.88,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_domain_86d37f6c96c1,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_domain_823daac77dc4,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_theme_f156a24f6899,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_theme_2c6c49c54bbd,0.88,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_theme_77353817aa33,0.84,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_theme_c0edc0bf578f,0.82,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_theme_9bad5ae05f7a,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_theme_72d3351703a6,0.75,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_theme_01d7c3fc0160,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_theme_d1bb3a733135,0.77,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_concept_65b51cb5f8d8,0.95,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_problem_62f72052d5e3,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_framework_4852c58bccb3,0.88,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_concept_acee6882cb32,0.82,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_concept_c6249fcaa743,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_quote_9d5da0e072f7,0.74,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_example_2c2b6b199fd7,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_example_002bbaf681b5,0.81,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_problem_7e804a096195,0.77,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_quote_50fadc9cb514,0.73,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_concept_88bb6fcdb482,0.79,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_concept_8c0501b9a7a4,0.71,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_insight_f2364366b111,0.94,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_insight_b297b21c0778,0.92,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_insight_88b1b52e8dca,0.88,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_insight_7a031f02124a,0.86,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_insight_0a53ef175f33,0.84,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_insight_de31ee28a40b,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_5265a6ff7020562666aaac16138bacae728c90f1,concept_insight_b17947dfee84,0.78,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_8493576d871fa411c67d4255b66ffac619b5f85f,concept_domain_e19086aaa18e,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_8493576d871fa411c67d4255b66ffac619b5f85f,concept_domain_cae9453bc958,0.9,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_8493576d871fa411c67d4255b66ffac619b5f85f,concept_domain_5263cb23e03c,0.85,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_8493576d871fa411c67d4255b66ffac619b5f85f,concept_domain_7049e80c45da,0.7,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
source_8493576d871fa411c67d4255b66ffac619b5f85f,concept_domain_cee803d4cfc3,0.8,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:39",
