source_node_id,target_node_id,method,strength,batch_id,updated_at,profile_id
concept_theme_7a0a498a851b,concept_concept_6407111ba2a4,embedding,0.655362,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7a0a498a851b,concept_theme_e2d0e38cfde1,embedding,0.655119,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7a0a498a851b,concept_theme_fa5840fd8c6b,embedding,0.645186,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7a0a498a851b,concept_theme_e4e20b6dd893,embedding,0.63375,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7a0a498a851b,concept_theme_9bad5ae05f7a,embedding,0.628201,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_a9d4963e4af4,concept_concept_106d6f9b3f78,embedding,0.740048,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_a9d4963e4af4,concept_theme_e2d0e38cfde1,embedding,0.724507,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_a9d4963e4af4,concept_theme_d1bb3a733135,embedding,0.700458,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_a9d4963e4af4,concept_theme_9edcea900bda,embedding,0.692401,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_a9d4963e4af4,concept_theme_fdb178f712b2,embedding,0.682597,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_a9d4963e4af4,concept_theme_1153174560cc,embedding,0.671684,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_a9d4963e4af4,concept_theme_fa5840fd8c6b,embedding,0.640648,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_a9d4963e4af4,concept_theme_9bad5ae05f7a,embedding,0.630471,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7252661eddc1,concept_concept_7e033ea7ea53,embedding,0.781254,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7252661eddc1,concept_theme_f156a24f6899,embedding,0.640783,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7252661eddc1,concept_theme_1153174560cc,embedding,0.596314,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7252661eddc1,concept_theme_a9d4963e4af4,embedding,0.580724,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7252661eddc1,concept_concept_6407111ba2a4,embedding,0.573184,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7252661eddc1,concept_theme_9edcea900bda,embedding,0.560877,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_7252661eddc1,concept_theme_41e347bb2550,embedding,0.551781,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_1153174560cc,concept_theme_a9d4963e4af4,embedding,0.671684,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_1153174560cc,concept_concept_106d6f9b3f78,embedding,0.659668,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_1153174560cc,concept_theme_fdb178f712b2,embedding,0.620888,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_1153174560cc,concept_theme_e2d0e38cfde1,embedding,0.617511,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_1153174560cc,concept_theme_9bad5ae05f7a,embedding,0.603544,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_1153174560cc,concept_theme_ef4a5f63202e,embedding,0.602865,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_1153174560cc,concept_theme_7252661eddc1,embedding,0.596314,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_1153174560cc,concept_theme_297d28a28e80,embedding,0.581267,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_fdb178f712b2,concept_theme_e2d0e38cfde1,embedding,0.690854,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_fdb178f712b2,concept_theme_a9d4963e4af4,embedding,0.682597,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_fdb178f712b2,concept_theme_9edcea900bda,embedding,0.681634,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_fdb178f712b2,concept_theme_7972f0e7e448,embedding,0.657137,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_fdb178f712b2,concept_theme_820db04b004d,embedding,0.639627,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_fdb178f712b2,concept_theme_fa5840fd8c6b,embedding,0.638786,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_fdb178f712b2,concept_theme_d1bb3a733135,embedding,0.630611,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_fdb178f712b2,concept_theme_5cbed3fc17c4,embedding,0.624127,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_e2d0e38cfde1,concept_theme_d1bb3a733135,embedding,0.758797,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_e2d0e38cfde1,concept_theme_9edcea900bda,embedding,0.752135,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_e2d0e38cfde1,concept_theme_38b944c29632,embedding,0.739897,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_e2d0e38cfde1,concept_theme_fa5840fd8c6b,embedding,0.736243,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_e2d0e38cfde1,concept_theme_a9d4963e4af4,embedding,0.724507,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_e2d0e38cfde1,concept_theme_297d28a28e80,embedding,0.723694,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_e2d0e38cfde1,concept_theme_cc4b66d16c07,embedding,0.71997,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_e2d0e38cfde1,concept_theme_a13f57c75b49,embedding,0.696733,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_820db04b004d,concept_theme_9bad5ae05f7a,embedding,0.697019,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_820db04b004d,concept_theme_297d28a28e80,embedding,0.686623,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_820db04b004d,concept_theme_7a0a498a851b,embedding,0.686473,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_820db04b004d,concept_theme_e2d0e38cfde1,embedding,0.656715,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_820db04b004d,concept_theme_fa5840fd8c6b,embedding,0.654498,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_820db04b004d,concept_theme_fdb178f712b2,embedding,0.639627,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_820db04b004d,concept_theme_ef4a5f63202e,embedding,0.634414,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_820db04b004d,concept_theme_7972f0e7e448,embedding,0.619043,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_297d28a28e80,concept_theme_e2d0e38cfde1,embedding,0.723694,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_297d28a28e80,concept_theme_820db04b004d,embedding,0.686623,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_297d28a28e80,concept_theme_bb241d8eafcf,embedding,0.67651,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_297d28a28e80,concept_theme_fa5840fd8c6b,embedding,0.64418,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_297d28a28e80,concept_theme_9edcea900bda,embedding,0.628322,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_297d28a28e80,concept_theme_41e347bb2550,embedding,0.618595,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_297d28a28e80,concept_theme_9bad5ae05f7a,embedding,0.615622,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_theme_297d28a28e80,concept_theme_a9d4963e4af4,embedding,0.614593,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_8240af5ee220,concept_person_da9b195bd690,embedding,0.726077,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_8240af5ee220,concept_person_c6b32b63db61,embedding,0.712262,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_8240af5ee220,concept_person_e44b6c0c3af3,embedding,0.683891,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_8240af5ee220,concept_person_a334dbd6bdf5,embedding,0.649672,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_8240af5ee220,concept_person_f6c4b3732059,embedding,0.634549,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_8240af5ee220,concept_person_5ebf778f5317,embedding,0.629032,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_8240af5ee220,concept_person_7694d49afe8d,embedding,0.623076,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_8240af5ee220,concept_person_04f6a21252a0,embedding,0.609266,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_5ebf778f5317,concept_person_a334dbd6bdf5,embedding,0.629121,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_5ebf778f5317,concept_person_8240af5ee220,embedding,0.629032,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_5ebf778f5317,concept_person_da9b195bd690,embedding,0.588195,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_5ebf778f5317,concept_insight_47838f281218,embedding,0.58434,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_5ebf778f5317,concept_person_e44b6c0c3af3,embedding,0.553141,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_21f27c1e1465,concept_person_da9b195bd690,embedding,0.633068,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_21f27c1e1465,concept_person_a334dbd6bdf5,embedding,0.587396,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_21f27c1e1465,concept_person_e44b6c0c3af3,embedding,0.567126,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_21f27c1e1465,concept_person_f6c4b3732059,embedding,0.562579,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_21f27c1e1465,concept_person_8240af5ee220,embedding,0.559795,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_e44b6c0c3af3,concept_person_f6c4b3732059,embedding,0.935433,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_e44b6c0c3af3,concept_person_da9b195bd690,embedding,0.695682,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_e44b6c0c3af3,concept_person_8240af5ee220,embedding,0.683891,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_e44b6c0c3af3,concept_person_a334dbd6bdf5,embedding,0.623388,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_e44b6c0c3af3,concept_person_1b6312ede318,embedding,0.597569,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_e44b6c0c3af3,concept_person_67306b016d0a,embedding,0.592443,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_e44b6c0c3af3,concept_person_c6b32b63db61,embedding,0.591643,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_e44b6c0c3af3,concept_person_21f27c1e1465,embedding,0.567126,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_f6c4b3732059,concept_person_e44b6c0c3af3,embedding,0.935433,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_f6c4b3732059,concept_person_da9b195bd690,embedding,0.645963,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_f6c4b3732059,concept_person_8240af5ee220,embedding,0.634549,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_f6c4b3732059,concept_insight_905000696726,embedding,0.577167,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_f6c4b3732059,concept_insight_64e732b75dd6,embedding,0.574376,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_f6c4b3732059,concept_person_21f27c1e1465,embedding,0.562579,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_person_f6c4b3732059,concept_person_a334dbd6bdf5,embedding,0.56213,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_2b3c90ec0ea9,concept_event_1afdd4884d52,embedding,0.686983,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_2b3c90ec0ea9,concept_event_51f88cef979a,embedding,0.682779,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_2b3c90ec0ea9,concept_event_560deabc58ca,embedding,0.670495,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_2b3c90ec0ea9,concept_event_00d56a9ad99d,embedding,0.670449,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_2b3c90ec0ea9,concept_event_0c8b8d0dc95f,embedding,0.635199,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_2b3c90ec0ea9,concept_event_cabbaa68cbfe,embedding,0.632734,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_2b3c90ec0ea9,concept_event_3f0cb2a18c66,embedding,0.619397,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_2b3c90ec0ea9,concept_event_72a5e6049f14,embedding,0.603205,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_00d56a9ad99d,concept_event_0c8b8d0dc95f,embedding,0.713212,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_00d56a9ad99d,concept_event_51f88cef979a,embedding,0.678482,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_00d56a9ad99d,concept_event_3f0cb2a18c66,embedding,0.676847,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_00d56a9ad99d,concept_event_2b3c90ec0ea9,embedding,0.670449,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_00d56a9ad99d,concept_event_9861163e8d9e,embedding,0.653694,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_00d56a9ad99d,concept_event_560deabc58ca,embedding,0.638242,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_00d56a9ad99d,concept_event_cabbaa68cbfe,embedding,0.617712,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_00d56a9ad99d,concept_event_1afdd4884d52,embedding,0.617015,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_3f0cb2a18c66,concept_event_0c8b8d0dc95f,embedding,0.706198,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_3f0cb2a18c66,concept_event_00d56a9ad99d,embedding,0.676847,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_3f0cb2a18c66,concept_event_20b4a47b8b62,embedding,0.646843,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_3f0cb2a18c66,concept_event_2b3c90ec0ea9,embedding,0.619397,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_3f0cb2a18c66,concept_event_51f88cef979a,embedding,0.613085,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_3f0cb2a18c66,concept_event_1afdd4884d52,embedding,0.608675,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_3f0cb2a18c66,concept_event_560deabc58ca,embedding,0.600118,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_3f0cb2a18c66,concept_event_9861163e8d9e,embedding,0.598648,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_e2ca4ff60c78,concept_concept_1fca78ffffb2,embedding,0.611341,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_e2ca4ff60c78,concept_concept_7091d2715a81,embedding,0.609498,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_e2ca4ff60c78,concept_concept_acee6882cb32,embedding,0.604166,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_e2ca4ff60c78,concept_concept_b4100f06ff66,embedding,0.602212,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_e2ca4ff60c78,concept_concept_e52dc1b5fbca,embedding,0.587545,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_e2ca4ff60c78,concept_concept_98398f0335f0,embedding,0.583328,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_e2ca4ff60c78,concept_insight_64e732b75dd6,embedding,0.580472,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_e2ca4ff60c78,concept_concept_371b6e7c4c93,embedding,0.572892,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_106d6f9b3f78,concept_theme_a9d4963e4af4,embedding,0.740048,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_106d6f9b3f78,concept_concept_7e033ea7ea53,embedding,0.672948,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_106d6f9b3f78,concept_theme_1153174560cc,embedding,0.659668,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_106d6f9b3f78,concept_concept_6407111ba2a4,embedding,0.633759,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_106d6f9b3f78,concept_concept_88bb6fcdb482,embedding,0.616214,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_106d6f9b3f78,concept_concept_acee6882cb32,embedding,0.58946,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_106d6f9b3f78,concept_domain_cee803d4cfc3,embedding,0.587626,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_106d6f9b3f78,concept_concept_b4100f06ff66,embedding,0.585913,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_7e033ea7ea53,concept_theme_7252661eddc1,embedding,0.781254,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_7e033ea7ea53,concept_concept_6407111ba2a4,embedding,0.77755,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_7e033ea7ea53,concept_concept_106d6f9b3f78,embedding,0.672948,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_7e033ea7ea53,concept_concept_88bb6fcdb482,embedding,0.606013,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_7e033ea7ea53,concept_concept_4f802f6c07a5,embedding,0.60419,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_7e033ea7ea53,concept_insight_5100b8166653,embedding,0.602984,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_7e033ea7ea53,concept_problem_62f72052d5e3,embedding,0.601923,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_7e033ea7ea53,concept_concept_b4100f06ff66,embedding,0.588631,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_6407111ba2a4,concept_concept_7e033ea7ea53,embedding,0.77755,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_6407111ba2a4,concept_theme_7a0a498a851b,embedding,0.655362,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_6407111ba2a4,concept_concept_88bb6fcdb482,embedding,0.650184,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_6407111ba2a4,concept_concept_106d6f9b3f78,embedding,0.633759,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_6407111ba2a4,concept_concept_1fca78ffffb2,embedding,0.622048,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_6407111ba2a4,concept_concept_107a1b377f11,embedding,0.614194,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_6407111ba2a4,concept_concept_d6d3aad7d086,embedding,0.609489,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_concept_6407111ba2a4,concept_concept_98398f0335f0,embedding,0.606424,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_1afdd4884d52,concept_event_2b3c90ec0ea9,embedding,0.686983,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_1afdd4884d52,concept_event_00d56a9ad99d,embedding,0.617015,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
concept_event_1afdd4884d52,concept_event_51f88cef979a,embedding,0.614546,groq_batch_13r_outputs.normalized,"2026-04-07 12:35:58",
